Transaction_ID,Registration_ID,Amount_Paid_GHS,Payment_Timestamp,Payment_Channel
TXN-00006590,CR-2086-19,577.33,2024-09-26 07:04:47,Bank Branch
TXN-00027936,WR-6203-19,351.62,2021-08-13 15:00:59,MTN MoMo
TXN-00037317,GW-7060-20,284.48,2020-09-14 05:18:02,MTN MoMo
TXN-00038485,GC-5772-23,327.11,2025-06-12 08:10:09,MTN MoMo
TXN-00019441,CR-0810-20,167.96,2020-10-10 12:40:57,MTN MoMo
TXN-00002795,AS-3914-19,111.54,2023-05-08 06:27:41,MTN MoMo
TXN-00033470,GN-7007-15,525.15,2024-10-05 04:24:35,Telecel Cash
TXN-00030241,ORPHAN-92855-XX,253.08,2024-07-18 13:03:59,AT Money
TXN-00019558,CR-7714-15,414.36,2025-06-16 05:15:33,MTN MoMo
TXN-00025564,GE-0755-16,302.13,2023-04-21 08:50:34,AT Money
TXN-00003889,GX-9495-20,238.12,2022-12-26 22:44:46,Bank Branch
TXN-00040633,ORPHAN-94092-XX,127.38,2023-12-02 00:32:02,e-Levy Portal
TXN-00042986,UE-9387-24,525.18,2021-01-05 00:23:27,MTN MoMo
TXN-00042594,UE-3544-25,339.43,2022-08-26 06:57:28,MTN MoMo
TXN-00003332,NR-0083-17,282.52,2020-10-04 21:00:00,Telecel Cash
TXN-00004505,GR-8658-16,528.77,2023-07-24 19:16:56,Bank Branch
TXN-00016131,UE-7237-20,385.21,2022-09-22 18:45:04,Telecel Cash
TXN-00001404,AS-1778-23,-346.49,2025-11-11 03:46:27,Bank Branch
TXN-00029537,GX-9942-18,375.66,2021-01-07 12:23:20,Bank Branch
TXN-00009277,ER-3543-21,208.39,2024-10-18 16:51:06,e-Levy Portal
TXN-00021763,UW-2706-20,300.02,2023-09-05 23:06:50,Bank Branch
TXN-00042885,VR-5088-15,50.0,2022-08-18 02:52:33,Telecel Cash
TXN-00044425,WR-8034-20,443.29,2025-08-15 22:57:01,MTN MoMo
TXN-00015615,GN-3803-18,354.47,2023-05-31 19:18:29,MTN MoMo
TXN-00036212,VR-2939-25,470.01,2020-02-14 20:27:32,Bank Branch
TXN-00006960,GW-3310-21,266.1,2023-02-07 18:05:27,AT Money
TXN-00009048,UW-1268-21,151.93,2020-06-26 14:38:43,MTN MoMo
TXN-00048411,GW-2812-20,383.94,2020-09-21 07:40:59,e-Levy Portal
TXN-00000812,WR-5353-25,401.63,2024-04-19 05:36:57,Bank Branch
TXN-00031997,CR-3790-22,431.99,2022-12-25 23:22:30,Telecel Cash
TXN-00046478,GX-4101-21,489.29,2024-08-03 20:12:40,Bank Branch
TXN-00021774,GN-9806-18,97.02,2022-02-14 06:08:22,e-Levy Portal
TXN-00026872,CR-6535-21,187.72,2020-06-20 04:05:40,Telecel Cash
TXN-00007553,ORPHAN-98245-XX,351.69,2025-08-19 21:06:54,e-Levy Portal
TXN-00046057,ORPHAN-95543-XX,-229.31,2022-08-07 07:05:40,Telecel Cash
TXN-00038359,UE-4095-21,339.6,2022-12-14 09:18:41,MTN MoMo
TXN-00000984,ORPHAN-96390-XX,441.19,2023-01-22 12:09:12,e-Levy Portal
TXN-00028374,ORPHAN-91367-XX,312.62,2022-10-25 11:08:20,Bank Branch
TXN-00042645,WR-8012-21,-448.88,2023-06-26 04:49:01,MTN MoMo
TXN-00041272,GN-5150-23,270.82,2020-12-26 20:11:11,MTN MoMo
TXN-00013899,ER-6058-19,305.54,2022-03-04 21:34:12,Bank Branch
TXN-00012547,GS-5725-18,367.43,2025-04-07 04:01:40,Bank Branch
TXN-00017398,GC-8938-20,281.72,2020-06-14 16:29:02,e-Levy Portal
TXN-00005242,GX-0506-15,301.1,2024-03-27 05:50:20,e-Levy Portal
TXN-00004891,WR-3308-17,-166.04,2024-05-24 04:11:50,MTN MoMo
TXN-00025672,GC-6868-16,228.5,2020-07-16 15:37:00,AT Money
TXN-00011533,ORPHAN-93370-XX,456.79,2025-09-10 19:36:32,Telecel Cash
TXN-00031962,ORPHAN-92326-XX,196.84,2023-01-09 02:40:39,Bank Branch
TXN-00012903,GW-7441-23,154.76,2020-09-13 17:35:48,e-Levy Portal
TXN-00019498,GW-0402-23,235.36,2022-08-22 01:44:27,e-Levy Portal
TXN-00035516,GC-6402-21,301.48,2024-10-28 10:28:55,MTN MoMo
TXN-00010398,UW-2783-20,467.1,2023-02-26 02:27:29,Bank Branch
TXN-00022522,ER-3286-24,318.28,2020-11-03 04:29:57,Bank Branch
TXN-00016319,GE-0210-16,391.16,2020-10-13 01:37:19,e-Levy Portal
TXN-00014550,GS-6502-22,621.34,2022-06-20 05:14:44,MTN MoMo
TXN-00035186,ORPHAN-92593-XX,446.73,2023-08-16 00:38:05,Bank Branch
TXN-00034159,GN-9978-18,0.0,2020-12-28 18:57:47,Bank Branch
TXN-00022138,ORPHAN-95666-XX,520.08,2022-04-01 17:03:44,MTN MoMo
TXN-00034127,GC-7129-17,431.93,2025-11-29 00:50:20,Telecel Cash
TXN-00005831,GX-4806-25,545.29,2020-02-07 02:14:25,MTN MoMo
TXN-00026502,GS-0444-18,345.09,2024-08-05 10:39:50,MTN MoMo
TXN-00001639,GS-9225-23,64.9,2025-12-26 00:44:49,AT Money
TXN-00004632,GW-9519-22,577.54,2020-07-09 16:48:47,Bank Branch
TXN-00019678,GX-1789-15,471.12,2021-12-21 00:03:14,AT Money
TXN-00017936,GS-2454-20,530.86,2024-08-22 20:02:54,MTN MoMo
TXN-00042253,GA-4988-20,50.0,2023-07-29 05:20:42,AT Money
TXN-00000014,UE-1740-22,288.24,2021-06-29 16:23:44,e-Levy Portal
TXN-00020726,WR-6393-23,325.1,2024-05-23 22:43:24,MTN MoMo
TXN-00047929,ORPHAN-92469-XX,403.9,2023-02-01 15:24:25,Bank Branch
TXN-00047384,NR-1061-22,516.15,2025-11-28 08:33:49,Bank Branch
TXN-00032553,NR-3118-20,346.51,2025-06-20 01:49:23,Telecel Cash
TXN-00009371,GC-1356-21,546.07,2022-02-17 09:59:48,MTN MoMo
TXN-00020910,NR-9604-24,280.85,2025-09-08 02:05:38,AT Money
TXN-00015586,UE-1513-15,503.83,2021-03-16 10:14:20,MTN MoMo
TXN-00037419,WR-8524-24,271.64,2021-12-11 16:10:21,e-Levy Portal
TXN-00042298,GW-2322-20,264.81,2024-05-12 11:53:44,AT Money
TXN-00046135,ER-2847-21,495.39,2022-02-28 05:00:51,Bank Branch
TXN-00041961,GB-9384-24,485.94,2025-08-27 12:00:14,MTN MoMo
TXN-00016693,BA-3121-20,238.18,2025-01-13 23:25:46,MTN MoMo
TXN-00012873,GC-5608-22,176.04,2021-07-28 15:51:47,MTN MoMo
TXN-00038727,CR-8838-21,174.41,2024-09-11 23:11:21,MTN MoMo
TXN-00049817,UE-5004-22,186.23,2025-06-17 13:50:20,MTN MoMo
TXN-00028788,GA-8011-25,405.74,2020-06-24 00:33:27,Telecel Cash
TXN-00039588,GW-7560-15,196.29,2025-02-11 17:03:59,MTN MoMo
TXN-00019117,ER-7200-25,0.0,2024-02-16 06:26:30,MTN MoMo
TXN-00032757,ER-2596-22,93.22,2024-06-17 15:03:24,MTN MoMo
TXN-00008048,UW-9634-18,457.35,2024-03-16 09:37:02,Bank Branch
TXN-00024593,BA-0751-15,454.01,2022-04-25 10:08:20,MTN MoMo
TXN-00008018,UE-8098-22,411.04,2025-10-30 18:13:16,MTN MoMo
TXN-00044288,CR-4636-20,352.16,2025-06-11 15:57:53,Bank Branch
TXN-00044546,ORPHAN-98174-XX,397.67,2024-02-23 04:50:05,AT Money
TXN-00008695,ORPHAN-98407-XX,287.2,2024-07-13 12:19:47,e-Levy Portal
TXN-00011866,UW-6017-15,521.64,2024-02-21 15:19:19,Telecel Cash
TXN-00039273,ORPHAN-90908-XX,259.69,2021-10-29 16:43:08,MTN MoMo
TXN-00024640,GC-9897-25,282.08,2021-04-03 14:31:37,e-Levy Portal
TXN-00047379,GE-1145-24,272.18,2020-08-04 19:31:06,e-Levy Portal
TXN-00047933,ORPHAN-95993-XX,443.33,2024-12-14 18:14:52,e-Levy Portal
TXN-00024921,GB-4541-24,579.92,2025-11-27 10:14:49,MTN MoMo
TXN-00013193,GE-9166-24,371.44,2024-08-26 19:14:47,Telecel Cash
TXN-00008538,GW-2106-23,352.96,2021-06-21 17:55:57,MTN MoMo
TXN-00045469,NR-4793-23,486.02,2020-03-23 01:38:54,AT Money
TXN-00046778,VR-2175-18,116.76,2025-09-01 21:18:55,Bank Branch
TXN-00001247,ER-0095-24,141.76,2021-06-08 00:40:53,e-Levy Portal
TXN-00008027,GC-8473-15,470.44,2024-08-03 22:09:34,Telecel Cash
TXN-00004263,GT-5209-21,511.5,2025-12-14 18:55:29,AT Money
TXN-00010589,GB-9613-17,356.14,2022-04-23 16:51:45,MTN MoMo
TXN-00028893,ORPHAN-92721-XX,50.0,2024-02-10 05:12:52,MTN MoMo
TXN-00028474,VR-6916-20,178.13,2025-04-09 22:51:07,AT Money
TXN-00047475,GE-1603-24,380.61,2025-01-01 05:55:19,Bank Branch
TXN-00035292,ORPHAN-90045-XX,263.59,2021-04-22 18:08:28,MTN MoMo
TXN-00031370,ER-8937-17,364.51,2022-12-01 19:26:37,e-Levy Portal
TXN-00020941,UE-1838-20,360.95,2022-01-28 17:31:17,MTN MoMo
TXN-00026261,GN-7417-17,314.68,2020-10-07 18:17:22,MTN MoMo
TXN-00049683,GN-1837-23,88.62,2021-01-24 01:38:26,e-Levy Portal
TXN-00029359,UE-8182-21,362.44,2020-05-07 20:15:48,AT Money
TXN-00018990,GS-9998-15,193.42,2020-07-29 20:58:27,AT Money
TXN-00048884,GB-4664-23,381.09,2025-05-21 16:54:11,MTN MoMo
TXN-00008143,CR-7192-15,211.64,2022-04-19 00:13:55,Bank Branch
TXN-00026451,GT-0767-21,274.53,2021-01-07 00:01:19,e-Levy Portal
TXN-00035947,WR-3974-17,358.3,2023-02-13 20:02:01,e-Levy Portal
TXN-00005093,AS-3138-19,351.92,2023-01-27 07:37:11,MTN MoMo
TXN-00028758,NR-0859-18,0.0,2022-03-10 04:20:54,MTN MoMo
TXN-00019359,UE-5596-25,562.24,2023-03-25 15:19:54,MTN MoMo
TXN-00017591,GB-6404-21,378.36,2020-10-13 15:38:32,Telecel Cash
TXN-00017696,GW-6413-17,427.35,2020-09-23 23:17:23,Telecel Cash
TXN-00046485,VR-5372-21,195.52,2025-06-19 20:44:29,Bank Branch
TXN-00014312,ORPHAN-98408-XX,184.22,2024-09-13 18:00:43,MTN MoMo
TXN-00012067,GA-7959-21,289.51,2023-11-16 07:42:42,Bank Branch
TXN-00041864,ER-8741-16,523.47,2025-07-08 13:32:00,Bank Branch
TXN-00001336,AS-9517-18,260.64,2024-05-23 19:27:29,MTN MoMo
TXN-00001717,UE-0602-25,413.24,2020-11-05 15:56:24,Bank Branch
TXN-00036472,GR-9307-18,347.09,2024-03-07 00:26:00,MTN MoMo
TXN-00030391,GR-3615-15,456.38,2023-01-10 10:35:20,Bank Branch
TXN-00001614,NR-5353-16,426.66,2023-04-11 19:41:11,MTN MoMo
TXN-00007506,GE-8513-23,369.85,2020-07-02 13:54:03,Bank Branch
TXN-00021510,GR-5972-15,331.53,2022-08-26 07:53:35,Bank Branch
TXN-00012795,GX-4285-18,559.07,2024-11-17 06:53:06,Telecel Cash
TXN-00027535,GA-0015-21,415.63,2025-08-06 08:16:12,AT Money
TXN-00037459,GN-7700-24,246.99,2023-07-18 14:51:45,Telecel Cash
TXN-00019391,UW-9764-16,0.0,2020-08-10 14:44:42,e-Levy Portal
TXN-00015191,AS-7521-25,496.5,2023-08-02 14:04:09,Telecel Cash
TXN-00018321,GW-6245-18,100.73,2022-08-27 17:14:24,Bank Branch
TXN-00045526,VR-7453-19,193.24,2022-07-15 13:25:48,Bank Branch
TXN-00022249,ORPHAN-99680-XX,126.96,2022-08-22 23:55:53,MTN MoMo
TXN-00015332,GA-5190-16,117.17,2022-10-30 16:48:27,MTN MoMo
TXN-00049021,UE-9980-15,-136.1,2022-02-07 01:53:49,AT Money
TXN-00045778,GT-7228-17,50.0,2024-09-22 22:25:35,Telecel Cash
TXN-00008840,GC-8703-22,463.82,2025-12-08 10:34:45,MTN MoMo
TXN-00049571,GT-5953-19,304.75,2025-03-19 22:03:45,Bank Branch
TXN-00012042,GT-2474-24,734.7,2022-08-06 00:26:57,MTN MoMo
TXN-00015939,GT-0321-24,216.2,2023-03-22 16:35:01,MTN MoMo
TXN-00032796,AS-1531-20,-81.79,2022-11-20 02:04:51,MTN MoMo
TXN-00041557,CR-1468-24,110.53,2023-02-18 00:32:09,MTN MoMo
TXN-00000192,ORPHAN-99363-XX,279.6,2024-12-18 07:23:02,Telecel Cash
TXN-00042069,ORPHAN-97742-XX,210.55,2024-07-26 13:59:16,Bank Branch
TXN-00018217,UW-2615-21,219.09,2020-12-25 02:40:24,Telecel Cash
TXN-00033974,CR-8227-24,238.77,2022-09-29 10:38:48,MTN MoMo
TXN-00005897,UW-9291-21,586.47,2022-04-10 02:26:34,MTN MoMo
TXN-00029977,GW-6085-19,521.91,2023-01-18 12:25:02,AT Money
TXN-00005406,GW-1872-21,370.64,2023-03-06 10:32:10,MTN MoMo
TXN-00018402,VR-2001-15,634.87,2020-12-28 18:17:14,AT Money
TXN-00047597,GE-5395-18,411.76,2024-11-01 06:22:04,AT Money
TXN-00005376,ER-8746-21,492.05,2025-06-20 22:33:56,AT Money
TXN-00048234,GB-3980-25,499.44,2024-06-29 16:40:47,Telecel Cash
TXN-00014441,VR-6329-21,239.75,2023-01-24 13:24:05,e-Levy Portal
TXN-00027977,GT-7103-21,433.98,2021-10-17 16:33:52,MTN MoMo
TXN-00049076,UW-5563-18,250.66,2025-09-13 15:46:37,e-Levy Portal
TXN-00023670,GE-4044-19,159.94,2020-11-01 04:11:30,e-Levy Portal
TXN-00007046,NR-4966-22,520.97,2025-03-03 10:45:13,AT Money
TXN-00000387,GW-6084-15,436.26,2025-01-12 01:46:04,MTN MoMo
TXN-00037246,GE-6872-16,363.04,2021-07-31 07:22:50,e-Levy Portal
TXN-00035382,GR-5178-25,351.82,2020-02-26 05:40:14,e-Levy Portal
TXN-00041451,ORPHAN-91771-XX,248.5,2025-04-27 11:22:19,MTN MoMo
TXN-00010740,ORPHAN-92371-XX,243.9,2024-03-14 07:12:28,AT Money
TXN-00041131,WR-4256-15,496.04,2020-06-18 01:10:20,Telecel Cash
TXN-00014174,GW-6611-15,445.94,2025-04-25 16:49:03,MTN MoMo
TXN-00021365,GW-0546-20,587.35,2022-06-24 19:26:16,e-Levy Portal
TXN-00047242,CR-7267-23,375.65,2022-08-25 21:24:11,Bank Branch
TXN-00019068,UW-3048-20,279.53,2025-03-18 22:06:25,MTN MoMo
TXN-00036271,GN-5134-21,464.04,2020-07-21 00:43:23,Telecel Cash
TXN-00041540,GX-3783-20,209.07,2024-10-04 07:32:39,e-Levy Portal
TXN-00031750,WR-8973-21,357.18,2022-05-22 11:52:10,MTN MoMo
TXN-00009922,GR-2645-21,311.39,2020-12-15 05:59:46,MTN MoMo
TXN-00027876,GB-9815-15,487.56,2020-03-04 08:52:11,MTN MoMo
TXN-00021108,BA-3285-19,50.0,2024-12-18 09:29:42,AT Money
TXN-00022192,NR-9268-20,-170.09,2025-07-06 23:24:02,MTN MoMo
TXN-00006182,GN-2139-16,249.66,2024-06-17 00:05:03,Bank Branch
TXN-00012831,ER-8603-24,347.65,2020-03-11 18:59:29,AT Money
TXN-00049645,GA-4304-20,490.37,2022-07-15 13:14:10,e-Levy Portal
TXN-00010799,GC-3158-25,319.11,2022-09-25 00:35:31,Bank Branch
TXN-00041395,GB-7090-17,257.18,2020-03-16 03:49:57,e-Levy Portal
TXN-00013586,BA-0202-15,369.56,2023-09-07 09:48:29,e-Levy Portal
TXN-00017145,CR-7053-23,183.1,2024-03-16 03:38:39,Bank Branch
TXN-00040416,ER-2939-21,426.8,2021-10-06 15:48:48,AT Money
TXN-00049888,ORPHAN-94504-XX,446.93,2023-10-25 01:59:15,Bank Branch
TXN-00023218,GX-1482-17,548.52,2023-03-19 20:11:09,MTN MoMo
TXN-00016030,GT-5818-21,300.59,2021-12-03 08:27:14,e-Levy Portal
TXN-00036298,CR-0359-19,0.0,2023-02-05 08:12:39,Bank Branch
TXN-00047892,GR-5184-15,185.04,2023-07-27 15:13:37,Telecel Cash
TXN-00031715,WR-3488-19,463.52,2020-08-26 21:03:53,Bank Branch
TXN-00006891,GC-3313-17,524.13,2024-01-21 20:49:39,MTN MoMo
TXN-00033391,BA-4042-17,296.25,2023-02-01 07:06:05,MTN MoMo
TXN-00023035,AS-7369-24,268.08,2024-01-25 05:09:04,e-Levy Portal
TXN-00025737,CR-4996-22,239.45,2025-03-11 04:45:53,MTN MoMo
TXN-00044959,UE-6670-24,402.84,2020-04-21 07:08:09,MTN MoMo
TXN-00049798,UE-4997-16,112.81,2021-05-13 08:21:52,MTN MoMo
TXN-00046634,GC-8012-21,-394.56,2025-11-20 21:07:24,e-Levy Portal
TXN-00020548,GR-8038-25,290.27,2025-02-19 13:50:27,AT Money
TXN-00027653,ORPHAN-92329-XX,377.47,2023-02-01 19:08:36,Telecel Cash
TXN-00018562,VR-3493-25,644.76,2024-02-20 03:17:06,Bank Branch
TXN-00045579,ORPHAN-99356-XX,285.11,2020-04-17 18:15:15,MTN MoMo
TXN-00047861,GE-1579-16,468.09,2022-04-08 14:56:18,e-Levy Portal
TXN-00020385,AS-8827-18,0.0,2021-01-10 17:49:04,AT Money
TXN-00024434,GA-8176-19,182.08,2023-03-15 17:50:11,MTN MoMo
TXN-00049477,NR-9525-24,253.49,2023-02-15 07:33:57,Bank Branch
TXN-00011219,NR-5627-15,232.93,2022-11-26 01:22:22,MTN MoMo
TXN-00049527,GT-1719-19,595.75,2024-04-23 18:31:58,MTN MoMo
TXN-00003600,GC-4075-24,543.25,2024-02-18 14:49:47,Bank Branch
TXN-00023502,WR-3600-25,361.09,2022-02-17 04:00:28,MTN MoMo
TXN-00024723,GC-0381-24,254.31,2025-09-22 18:03:27,e-Levy Portal
TXN-00044539,AS-5534-16,225.55,2024-10-08 10:52:41,Bank Branch
TXN-00029410,NR-5862-17,479.35,2020-05-25 07:22:32,AT Money
TXN-00047243,NR-2929-23,289.32,2023-12-19 08:43:45,e-Levy Portal
TXN-00032695,GB-2694-22,252.74,2024-11-23 18:24:59,e-Levy Portal
TXN-00003052,GS-3016-17,442.7,2020-11-23 11:36:57,Bank Branch
TXN-00041220,GE-9304-15,370.66,2022-11-11 20:42:10,Bank Branch
TXN-00041499,ER-0955-15,338.92,2021-10-20 09:48:46,MTN MoMo
TXN-00042980,GB-3998-21,613.54,2024-08-21 02:41:41,MTN MoMo
TXN-00049218,GE-2509-18,391.06,2025-09-25 19:23:11,Bank Branch
TXN-00033491,ER-5547-23,344.48,2020-10-20 22:17:16,AT Money
TXN-00006463,GT-2721-18,284.48,2025-02-26 10:08:48,Bank Branch
TXN-00030275,GE-5857-15,347.45,2023-11-06 12:34:44,e-Levy Portal
TXN-00014030,GN-0042-20,419.38,2024-08-28 21:05:51,MTN MoMo
TXN-00042084,CR-1937-24,214.43,2020-06-14 02:57:11,e-Levy Portal
TXN-00047487,AS-0768-19,295.65,2024-01-28 19:43:00,Telecel Cash
TXN-00002966,GC-1114-19,343.5,2020-09-22 00:39:32,MTN MoMo
TXN-00002479,GE-4000-18,129.87,2024-12-25 07:49:48,Bank Branch
TXN-00040981,GA-0862-19,274.63,2021-07-28 08:57:48,e-Levy Portal
TXN-00046771,WR-7473-25,257.09,2022-09-25 10:09:26,AT Money
TXN-00027052,GE-0788-21,463.3,2025-10-29 07:02:37,Telecel Cash
TXN-00046319,GT-7600-25,333.83,2021-01-23 03:49:24,MTN MoMo
TXN-00018299,ORPHAN-96126-XX,419.91,2020-10-05 14:18:26,Bank Branch
TXN-00022207,ER-5505-15,447.57,2020-01-02 19:01:10,Bank Branch
TXN-00010387,CR-2572-24,593.9,2024-04-29 07:18:08,MTN MoMo
TXN-00019400,UE-3980-20,437.08,2023-03-03 04:17:18,MTN MoMo
TXN-00029429,CR-3151-16,303.54,2020-08-15 16:23:09,AT Money
TXN-00010165,AS-7288-16,243.41,2023-05-26 14:36:59,Telecel Cash
TXN-00028304,GN-8453-24,230.44,2024-08-12 04:31:33,Bank Branch
TXN-00041547,GC-8608-24,469.22,2021-03-22 11:56:29,AT Money
TXN-00048093,GB-8005-18,-164.62,2021-06-19 01:28:24,MTN MoMo
TXN-00021339,AS-3955-24,267.59,2020-03-19 12:07:01,AT Money
TXN-00030913,AS-3126-15,271.66,2023-10-03 05:43:24,Bank Branch
TXN-00037274,UE-6776-23,124.51,2025-08-30 16:25:56,e-Levy Portal
TXN-00045920,GB-6680-18,223.1,2021-04-02 11:47:31,MTN MoMo
TXN-00044012,GC-1657-25,133.51,2020-01-18 02:10:53,MTN MoMo
TXN-00003481,GR-0209-17,626.12,2022-06-16 01:29:44,MTN MoMo
TXN-00017144,VR-9769-24,145.8,2021-03-26 01:26:00,e-Levy Portal
TXN-00012325,VR-9481-15,303.86,2023-07-23 20:53:34,e-Levy Portal
TXN-00028023,GX-3875-15,427.09,2024-08-27 12:07:39,AT Money
TXN-00012583,GT-2628-24,537.76,2025-07-06 19:19:18,Bank Branch
TXN-00004426,UE-4316-20,317.22,2021-01-31 11:04:59,Telecel Cash
TXN-00018974,ORPHAN-93585-XX,0.0,2020-10-27 07:22:44,AT Money
TXN-00025641,GW-6949-21,360.9,2021-06-02 08:25:16,MTN MoMo
TXN-00000852,GN-1413-18,50.0,2020-02-24 16:48:18,MTN MoMo
TXN-00045762,VR-1146-25,70.87,2022-10-09 14:38:33,e-Levy Portal
TXN-00039761,VR-1794-23,445.74,2025-07-28 17:08:07,Bank Branch
TXN-00021411,VR-8838-21,295.76,2024-05-01 09:45:27,e-Levy Portal
TXN-00010147,GN-6889-22,404.18,2021-03-28 07:50:09,MTN MoMo
TXN-00011697,GT-6371-19,334.57,2022-04-15 08:47:58,Bank Branch
TXN-00034899,NR-7118-18,452.84,2022-04-21 18:26:22,Bank Branch
TXN-00019750,GR-5410-20,384.37,2023-11-18 10:20:46,AT Money
TXN-00014532,GN-6726-22,599.23,2020-04-03 04:41:46,AT Money
TXN-00016242,CR-1581-25,0.0,2021-08-29 01:40:19,e-Levy Portal
TXN-00039111,BA-6928-21,0.0,2023-03-03 12:07:37,Bank Branch
TXN-00008851,UE-1305-19,495.74,2021-10-27 21:14:09,AT Money
TXN-00041541,GC-3326-15,426.61,2023-05-03 19:33:25,MTN MoMo
TXN-00033961,VR-4336-16,313.19,2024-12-01 07:55:53,e-Levy Portal
TXN-00022792,GW-5277-25,302.12,2022-06-20 19:11:52,e-Levy Portal
TXN-00045698,GT-4641-22,570.34,2024-04-08 14:48:07,MTN MoMo
TXN-00013375,GB-3699-16,414.87,2020-11-21 14:57:27,Bank Branch
TXN-00028885,GW-2085-17,337.61,2021-06-25 06:58:22,MTN MoMo
TXN-00023945,AS-2034-20,137.26,2020-07-16 23:55:20,MTN MoMo
TXN-00013453,CR-9627-19,449.3,2022-04-10 13:05:55,Telecel Cash
TXN-00017062,CR-9124-23,430.67,2024-05-28 08:43:54,Telecel Cash
TXN-00036825,BA-2913-18,358.97,2020-01-05 11:46:34,MTN MoMo
TXN-00000656,GB-1013-23,414.58,2025-09-03 00:40:00,Bank Branch
TXN-00027950,WR-8021-24,317.67,2020-10-18 06:46:13,AT Money
TXN-00010588,ORPHAN-95804-XX,145.03,2025-08-10 04:16:51,MTN MoMo
TXN-00029586,GN-7609-20,277.54,2020-09-24 12:58:18,MTN MoMo
TXN-00012514,GB-6390-23,231.0,2024-06-13 13:35:09,e-Levy Portal
TXN-00010469,GW-5695-21,492.19,2021-01-17 02:25:25,Bank Branch
TXN-00009471,WR-0672-23,427.51,2021-09-14 05:53:05,e-Levy Portal
TXN-00045882,GC-8321-22,297.26,2021-06-03 00:58:55,MTN MoMo
TXN-00025360,GT-1153-15,394.15,2024-03-27 17:51:51,Bank Branch
TXN-00030561,VR-2798-15,341.04,2021-02-28 00:35:05,MTN MoMo
TXN-00037276,GN-4295-22,229.19,2024-07-09 07:17:06,MTN MoMo
TXN-00028476,GW-8024-21,244.69,2022-04-24 18:11:41,Bank Branch
TXN-00038147,ORPHAN-93566-XX,336.26,2025-12-12 19:06:56,MTN MoMo
TXN-00041391,VR-1731-22,424.87,2020-06-02 03:32:07,e-Levy Portal
TXN-00000264,GN-3563-21,432.64,2022-07-13 03:41:09,AT Money
TXN-00010913,GW-2594-16,50.0,2025-10-21 03:47:19,e-Levy Portal
TXN-00010940,UE-5616-21,514.98,2020-04-03 13:26:58,Bank Branch
TXN-00001671,GA-7038-16,176.3,2025-05-12 02:10:14,Telecel Cash
TXN-00013794,UE-0854-15,118.03,2023-04-12 23:59:13,Bank Branch
TXN-00031043,GS-3145-22,289.88,2022-06-13 04:26:03,Telecel Cash
TXN-00035651,AS-3351-18,341.54,2022-06-23 21:10:34,e-Levy Portal
TXN-00044917,GX-3386-18,429.19,2021-11-23 19:32:33,Bank Branch
TXN-00006818,GT-3911-23,445.88,2021-04-12 14:02:03,e-Levy Portal
TXN-00020138,GN-0201-15,404.11,2021-01-23 00:15:59,MTN MoMo
TXN-00046765,WR-8500-23,355.0,2020-11-04 16:41:00,Bank Branch
TXN-00037227,NR-4327-21,151.91,2022-09-23 08:14:35,Telecel Cash
TXN-00028583,ER-4719-18,121.38,2025-04-14 10:43:51,Bank Branch
TXN-00006935,AS-9559-16,395.0,2023-01-26 08:17:07,MTN MoMo
TXN-00015282,ORPHAN-98784-XX,694.01,2022-03-13 16:08:18,Bank Branch
TXN-00022406,GW-9680-19,0.0,2020-03-05 02:39:39,MTN MoMo
TXN-00020583,GS-3765-21,324.82,2020-05-22 10:08:48,Bank Branch
TXN-00045089,GR-4170-17,399.19,2021-12-10 18:47:05,e-Levy Portal
TXN-00020774,GC-4475-17,497.58,2021-04-11 21:01:07,e-Levy Portal
TXN-00036422,GT-3856-24,219.4,2023-12-02 12:05:00,Bank Branch
TXN-00042081,BA-5844-22,0.0,2022-01-06 17:44:43,MTN MoMo
TXN-00006268,BA-7739-22,443.09,2024-05-23 18:25:07,MTN MoMo
TXN-00025931,GE-3178-21,282.72,2020-05-14 07:16:38,Telecel Cash
TXN-00046790,NR-9641-25,676.24,2025-04-28 02:24:50,Telecel Cash
TXN-00019668,AS-7460-16,472.91,2024-08-19 16:18:10,Telecel Cash
TXN-00013701,ER-4432-25,542.04,2022-04-16 15:35:41,Telecel Cash
TXN-00002093,GS-8699-18,747.62,2022-04-22 05:50:24,e-Levy Portal
TXN-00044992,GW-6236-20,250.0,2023-11-10 09:58:51,Bank Branch
TXN-00022896,WR-2424-24,249.05,2025-12-26 16:36:58,AT Money
TXN-00046096,AS-6248-19,484.48,2021-10-10 23:06:39,Bank Branch
TXN-00044746,GC-0413-19,242.6,2021-11-29 10:37:27,MTN MoMo
TXN-00000936,ORPHAN-95652-XX,397.67,2020-09-18 22:27:33,MTN MoMo
TXN-00017675,WR-7560-16,213.62,2020-12-18 19:21:27,Bank Branch
TXN-00034203,NR-2323-24,257.57,2021-02-15 01:12:27,MTN MoMo
TXN-00006220,WR-0332-21,112.74,2022-09-22 21:53:20,Bank Branch
TXN-00011891,WR-8407-18,335.67,2023-02-04 22:42:45,MTN MoMo
TXN-00029199,AS-3725-23,585.98,2020-09-30 17:01:02,MTN MoMo
TXN-00014567,GT-1280-25,330.94,2020-12-12 06:46:37,Telecel Cash
TXN-00040073,WR-6387-25,341.67,2021-05-03 09:04:04,MTN MoMo
TXN-00031730,VR-3231-20,617.53,2024-10-26 12:30:00,AT Money
